tankName,product,capacity,densityStatus,denFloatHeight,waterDip_cm,water_ltr,density_15C_kgm3,density_kgm3,dip_cm,grossVolume_ltr,netVolume_ltr,temperature_C,ullage_ltr,todaysSale_ltr,todaysDelivery_ltr,timestamp,product_encoded,threat_severity,threat_reason
Tank 1,EBMS,15000,OK,0.0,0.05,9.54,760.84,760.84,59.19,12682.82,12682.82,29.58,2317.18,92.14,99.91,2025-08-07T03:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.36,6.45,760.84,760.84,59.29,12704.18,12704.18,29.27,2295.82,58.11,79.47,2025-08-07T03:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.22,5.83,760.84,760.84,58.99,12641.46,12641.46,31.72,2358.54,66.39,3.67,2025-08-07T03:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.03,0.82,760.84,760.84,59.07,12657.06,12657.06,31.68,2342.94,38.67,54.27,2025-08-07T04:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.02,7.73,760.84,760.84,59.3,12707.8,12707.8,32.95,2292.2,123.02,173.76,2025-08-07T04:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.36,2.78,760.84,760.84,59.48,12746.3,12746.3,31.02,2253.7,15.44,53.94,2025-08-07T04:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.5,2.32,760.84,760.84,59.98,12852.06,12852.06,29.93,2147.94,1.8,107.56,2025-08-07T04:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.31,6.72,760.84,760.84,59.93,12841.18,12841.18,29.8,2158.82,124.65,113.77,2025-08-07T05:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.3,2.23,760.84,760.84,59.34,12715.9,12715.9,30.58,2284.1,138.6,13.32,2025-08-07T05:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.18,7.83,760.84,760.84,59.23,12691.94,12691.94,34.86,2308.06,100.84,76.88,2025-08-07T05:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.07,1.76,760.84,760.84,59.64,12780.15,12780.15,30.22,2219.85,102.05,190.26,2025-08-07T05:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.12,8.26,760.84,760.84,59.44,12737.49,12737.49,28.8,2262.51,99.83,57.17,2025-08-07T06:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.44,5.26,760.84,760.84,59.08,12658.94,12658.94,32.54,2341.06,100.86,22.31,2025-08-07T06:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.23,1.53,760.84,760.84,59.25,12697.39,12697.39,30.79,2302.61,36.01,74.46,2025-08-07T06:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.05,3.71,760.84,760.84,59.47,12744.39,12744.39,28.3,2255.61,129.07,176.07,2025-08-07T06:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.39,8.58,760.84,760.84,59.37,12721.32,12721.32,34.59,2278.68,71.62,48.55,2025-08-07T07:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.12,7.05,760.84,760.84,59.39,12726.74,12726.74,30.56,2273.26,119.53,124.95,2025-08-07T07:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.14,8.16,760.84,760.84,60.17,12893.45,12893.45,28.56,2106.55,3.15,169.86,2025-08-07T07:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.25,7.46,760.84,760.84,59.68,12788.74,12788.74,29.69,2211.26,136.12,31.41,2025-08-07T07:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.4,9.96,760.84,760.84,59.99,12854.85,12854.85,33.18,2145.15,113.38,179.49,2025-08-07T08:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.3,2.87,760.84,760.84,60.34,12930.56,12930.56,30.27,2069.44,54.79,130.5,2025-08-07T08:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.13,4.02,760.84,760.84,61.01,13073.11,13073.11,30.18,1926.89,19.65,162.2,2025-08-07T08:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.21,7.08,760.84,760.84,60.43,12948.59,12948.59,34.71,2051.41,144.99,20.47,2025-08-07T08:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.24,6.46,760.84,760.84,59.77,12808.28,12808.28,28.61,2191.72,149.83,9.52,2025-08-07T09:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.48,5.33,760.84,760.84,60.0,12857.92,12857.92,29.18,2142.08,95.33,144.97,2025-08-07T09:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.14,6.87,760.84,760.84,60.27,12915.38,12915.38,29.88,2084.62,134.65,192.11,2025-08-07T09:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.25,7.99,760.84,760.84,60.31,12924.09,12924.09,29.5,2075.91,51.79,60.5,2025-08-07T09:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.01,1.56,760.84,760.84,60.38,12938.46,12938.46,34.48,2061.54,119.96,134.33,2025-08-07T10:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.24,1.57,760.84,760.84,60.9,13050.33,13050.33,32.66,1949.67,55.34,167.21,2025-08-07T10:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.41,1.3,760.84,760.84,61.01,13072.54,13072.54,28.27,1927.46,127.98,150.19,2025-08-07T10:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.1,2.95,760.84,760.84,60.62,12990.77,12990.77,33.62,2009.23,98.36,16.59,2025-08-07T10:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.43,0.98,760.84,760.84,60.87,13044.5,13044.5,32.17,1955.5,36.23,89.96,2025-08-07T11:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.32,4.07,760.84,760.84,60.28,12916.72,12916.72,29.57,2083.28,145.61,17.83,2025-08-07T11:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.41,8.83,760.84,760.84,60.65,12996.57,12996.57,31.59,2003.43,87.88,167.73,2025-08-07T11:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.33,2.24,760.84,760.84,60.5,12964.56,12964.56,33.43,2035.44,131.01,99.0,2025-08-07T11:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.33,5.29,760.84,760.84,60.54,12973.16,12973.16,31.16,2026.84,61.05,69.65,2025-08-07T12:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.08,6.14,760.84,760.84,60.95,13061.25,13061.25,33.05,1938.75,9.07,97.16,2025-08-07T12:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.3,8.23,760.84,760.84,60.68,13002.24,13002.24,33.28,1997.76,87.13,28.12,2025-08-07T12:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.01,0.45,760.84,760.84,60.49,12961.65,12961.65,30.26,2038.35,139.46,98.87,2025-08-07T12:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.43,3.39,760.84,760.84,60.71,13008.83,13008.83,28.17,1991.17,2.13,49.31,2025-08-07T13:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.18,0.01,760.84,760.84,60.63,12991.62,12991.62,31.38,2008.38,137.03,119.82,2025-08-07T13:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.09,1.05,760.84,760.84,60.95,13061.55,13061.55,30.23,1938.45,46.1,116.03,2025-08-07T13:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.33,1.71,760.84,760.84,61.42,13162.13,13162.13,29.47,1837.87,45.06,145.64,2025-08-07T13:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.01,4.36,760.84,760.84,61.43,13162.72,13162.72,31.02,1837.28,32.84,33.43,2025-08-07T14:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.26,0.2,760.84,760.84,61.52,13181.83,13181.83,32.89,1818.17,148.91,168.02,2025-08-07T14:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.22,7.27,760.84,760.84,61.53,13185.64,13185.64,33.59,1814.36,87.59,91.4,2025-08-07T14:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.47,9.48,760.84,760.84,61.82,13248.21,13248.21,34.45,1751.79,3.33,65.9,2025-08-07T14:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.26,3.3,760.84,760.84,62.21,13331.43,13331.43,32.23,1668.57,41.23,124.45,2025-08-07T15:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.25,5.74,760.84,760.84,62.11,13309.94,13309.94,32.69,1690.06,70.08,48.59,2025-08-07T15:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.38,9.14,760.84,760.84,61.48,13174.42,13174.42,29.15,1825.58,144.17,8.65,2025-08-07T15:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.06,3.05,760.84,760.84,62.1,13306.24,13306.24,29.8,1693.76,56.21,188.03,2025-08-07T15:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.29,7.54,760.84,760.84,61.95,13275.63,13275.63,29.8,1724.37,78.81,48.2,2025-08-07T16:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.43,6.96,760.84,760.84,62.29,13348.51,13348.51,29.27,1651.49,50.0,122.88,2025-08-07T16:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.4,8.51,760.84,760.84,62.69,13432.75,13432.75,33.83,1567.25,100.06,184.3,2025-08-07T16:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.28,8.53,760.84,760.84,62.35,13360.61,13360.61,31.34,1639.39,115.54,43.4,2025-08-07T16:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.17,8.54,760.84,760.84,62.2,13328.67,13328.67,31.28,1671.33,81.03,49.09,2025-08-07T17:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.24,0.81,760.84,760.84,62.1,13306.46,13306.46,29.28,1693.54,147.93,125.72,2025-08-07T17:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.3,3.74,760.84,760.84,62.05,13297.2,13297.2,30.77,1702.8,114.66,105.4,2025-08-07T17:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.25,3.56,760.84,760.84,62.01,13287.63,13287.63,31.87,1712.37,143.46,133.89,2025-08-07T17:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.49,6.38,760.84,760.84,62.22,13333.17,13333.17,30.12,1666.83,31.4,76.94,2025-08-07T18:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.19,2.64,760.84,760.84,61.92,13267.85,13267.85,33.87,1732.15,72.75,7.43,2025-08-07T18:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.15,6.84,760.84,760.84,62.26,13340.38,13340.38,32.93,1659.62,119.67,192.2,2025-08-07T18:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.03,0.71,760.84,760.84,62.91,13481.73,13481.73,32.89,1518.27,4.84,146.19,2025-08-07T18:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.43,3.42,760.84,760.84,63.13,13528.57,13528.57,33.18,1471.43,118.05,164.89,2025-08-07T19:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.44,9.75,760.84,760.84,63.43,13591.11,13591.11,29.45,1408.89,8.48,71.02,2025-08-07T19:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.09,6.73,760.84,760.84,63.51,13608.23,13608.23,30.94,1391.77,7.89,25.01,2025-08-07T19:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.23,9.83,760.84,760.84,63.79,13669.77,13669.77,34.67,1330.23,13.09,74.63,2025-08-07T19:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.44,5.01,760.84,760.84,63.2,13542.68,13542.68,34.1,1457.32,147.42,20.33,2025-08-07T20:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.37,6.38,760.84,760.84,62.64,13422.22,13422.22,28.14,1577.78,130.32,9.86,2025-08-07T20:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.41,7.8,760.84,760.84,62.84,13465.52,13465.52,31.4,1534.48,78.61,121.91,2025-08-07T20:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.38,2.05,760.84,760.84,63.16,13534.94,13534.94,34.67,1465.06,34.14,103.56,2025-08-07T20:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.48,9.98,760.84,760.84,63.2,13542.69,13542.69,31.57,1457.31,38.05,45.8,2025-08-07T21:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.39,9.13,760.84,760.84,63.72,13654.26,13654.26,30.59,1345.74,32.13,143.7,2025-08-07T21:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.27,0.64,760.84,760.84,63.94,13702.46,13702.46,32.0,1297.54,136.43,184.63,2025-08-07T21:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.19,8.41,760.84,760.84,63.9,13693.83,13693.83,32.32,1306.17,109.82,101.19,2025-08-07T21:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.38,7.54,760.84,760.84,63.93,13699.14,13699.14,34.08,1300.86,27.19,32.5,2025-08-07T22:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.32,8.56,760.84,760.84,63.88,13688.35,13688.35,28.32,1311.65,105.59,94.8,2025-08-07T22:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.06,2.64,760.84,760.84,64.53,13828.39,13828.39,29.03,1171.61,10.49,150.53,2025-08-07T22:30:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.13,0.4,760.84,760.84,64.6,13843.01,13843.01,34.37,1156.99,67.62,82.24,2025-08-07T22:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.17,7.92,760.84,760.84,64.82,13890.91,13890.91,29.14,1109.09,104.88,152.78,2025-08-07T23:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.42,8.38,760.84,760.84,65.09,13947.15,13947.15,34.96,1052.85,47.68,103.92,2025-08-07T23:15:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.04,2.34,760.84,760.84,65.48,14031.11,14031.11,28.94,968.89,84.49,168.45,2025-08-07T23:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.07,1.04,760.84,760.84,65.22,13976.71,13976.71,29.76,1023.29,122.45,68.05,2025-08-07T23:45:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.22,0.88,760.84,760.84,64.99,13927.41,13927.41,32.57,1072.59,124.55,75.25,2025-08-08T00:00:00Z,0,OK,Operating within safe parameters
Tank 1,EBMS,15000,OK,0.0,0.05,1.0,760.84,760.84,65.38,14009.27,14009.27,29.91,990.73,55.27,137.13,2025-08-08T00:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.14,6.52,760.84,760.84,65.48,14030.83,14030.83,28.95,969.17,118.77,140.33,2025-08-08T00:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.02,5.99,760.84,760.84,65.69,14077.0,14077.0,28.08,923.0,81.85,128.02,2025-08-08T00:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.49,9.42,760.84,760.84,65.9,14121.55,14121.55,30.38,878.45,136.67,181.22,2025-08-08T01:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.21,2.89,760.84,760.84,66.04,14151.96,14151.96,32.23,848.04,22.72,53.13,2025-08-08T01:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.37,4.1,760.84,760.84,66.06,14155.29,14155.29,32.18,844.71,14.26,17.59,2025-08-08T01:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.22,4.95,760.84,760.84,66.21,14188.69,14188.69,34.96,811.31,145.37,178.77,2025-08-08T01:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.44,6.27,760.84,760.84,66.31,14210.18,14210.18,28.3,789.82,45.11,66.6,2025-08-08T02:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.1,8.19,760.84,760.84,66.44,14236.14,14236.14,31.46,763.86,31.23,57.19,2025-08-08T02:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.29,3.68,760.84,760.84,66.71,14295.78,14295.78,32.19,704.22,46.74,106.38,2025-08-08T02:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.41,5.74,760.84,760.84,66.87,14330.32,14330.32,33.79,669.68,75.11,109.65,2025-08-08T02:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.41,3.29,760.84,760.84,67.06,14369.29,14369.29,34.45,630.71,19.88,58.85,2025-08-08T03:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.36,2.77,760.84,760.84,67.08,14374.1,14374.1,29.83,625.9,10.2,15.01,2025-08-08T03:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.25,4.73,760.84,760.84,67.35,14432.18,14432.18,34.24,567.82,75.19,133.27,2025-08-08T03:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.3,2.03,760.84,760.84,67.56,14477.45,14477.45,34.6,522.55,18.57,63.84,2025-08-08T03:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.36,8.23,760.84,760.84,67.35,14432.09,14432.09,28.23,567.91,63.12,17.76,2025-08-08T04:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.36,8.16,760.84,760.84,67.46,14456.24,14456.24,30.95,543.76,63.82,87.97,2025-08-08T04:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.01,5.83,760.84,760.84,67.35,14432.69,14432.69,31.08,567.31,104.13,80.58,2025-08-08T04:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.12,5.14,760.84,760.84,67.14,14387.66,14387.66,28.47,612.34,96.35,51.32,2025-08-08T04:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.11,0.53,760.84,760.84,67.49,14462.78,14462.78,31.42,537.22,54.92,130.04,2025-08-08T05:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.22,7.19,760.84,760.84,67.81,14531.49,14531.49,28.36,468.51,16.98,85.69,2025-08-08T05:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.45,0.61,760.84,760.84,67.48,14460.75,14460.75,29.03,539.25,99.39,28.65,2025-08-08T05:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.36,0.19,760.84,760.84,67.54,14473.7,14473.7,31.81,526.3,113.4,126.35,2025-08-08T05:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.02,8.02,760.84,760.84,67.32,14426.06,14426.06,33.38,573.94,100.55,52.91,2025-08-08T06:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.41,8.15,760.84,760.84,67.12,14383.76,14383.76,32.33,616.24,54.16,11.86,2025-08-08T06:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.08,6.54,760.84,760.84,67.15,14388.35,14388.35,32.69,611.65,9.23,13.82,2025-08-08T06:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.29,8.03,760.84,760.84,67.51,14466.47,14466.47,32.38,533.53,118.45,196.57,2025-08-08T06:45:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.42,9.49,760.84,760.84,67.22,14404.72,14404.72,34.82,595.28,96.16,34.41,2025-08-08T07:00:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.41,9.51,760.84,760.84,67.34,14429.55,14429.55,33.43,570.45,73.21,98.04,2025-08-08T07:15:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.0,7.94,760.84,760.84,67.44,14451.16,14451.16,31.1,548.84,92.58,114.19,2025-08-08T07:30:00Z,0,Warning,Low ullage – tank nearly full
Tank 1,EBMS,15000,OK,0.0,0.3,1.64,760.84,760.84,67.83,14535.92,14535.92,33.49,464.08,76.99,161.75,2025-08-08T07:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,8.3,760.84,760.84,68.39,14655.26,14655.26,29.9,344.74,25.63,144.97,2025-08-08T08:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.23,8.29,760.84,760.84,68.47,14672.64,14672.64,32.54,327.36,59.48,76.86,2025-08-08T08:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.41,6.06,760.84,760.84,69.07,14801.41,14801.41,28.94,198.59,36.49,165.26,2025-08-08T08:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.44,7.32,760.84,760.84,69.23,14835.99,14835.99,32.67,164.01,105.26,139.84,2025-08-08T08:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.25,5.23,760.84,760.84,69.14,14816.58,14816.58,29.34,183.42,33.05,13.64,2025-08-08T09:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.46,8.62,760.84,760.84,69.06,14799.54,14799.54,28.05,200.46,146.5,129.46,2025-08-08T09:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.3,2.15,760.84,760.84,68.9,14764.82,14764.82,30.61,235.18,34.99,0.27,2025-08-08T09:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,8.04,760.84,760.84,68.85,14752.69,14752.69,30.39,247.31,83.57,71.44,2025-08-08T09:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.04,7.85,760.84,760.84,68.86,14755.94,14755.94,31.24,244.06,107.71,110.96,2025-08-08T10:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.09,5.09,760.84,760.84,68.66,14713.37,14713.37,30.08,286.63,113.7,71.13,2025-08-08T10:15:00Z,0,Critical,Extremely low ullage – tank overfilled
